PC1,PC2,PC3,BrainRegion,MouseID,Treatment,Sex,SlideNumber,ID,UniqueID,Foreground.pixels,Density.of.foreground.pixels.in.hull.area,Span.ratio.of.hull..major.minor.axis.,Maximum.span.across.hull,Area,Perimeter,Circularity,Width.of.bounding.rectangle,Height.of.bounding.rectangle,Maximum.radius.from.hull.s.center.of.mass,Max.min.radii.from.hull.s.center.of.mass,Relative.variation..CV..in.radii.from.hull.s.center.of.mass,Mean.radius,Diameter.of.bounding.circle,Maximum.radius.from.circle.s.center.of.mass,Max.min.radii.from.circle.s.center.of.mass,Relative.variation..CV..in.radii.from.circle.s.center.of.mass,Mean.radius.from.circle.s.center.of.mass,X..of.branches,X..of.junctions,X..of.end.point.voxels,X..of.junction.voxels,X..of.slab.voxels,Average.branch.length,X..of.triple.points,X..of.quadruple.points,Maximum.branch.length,Cluster
-0.905619809,-0.152381234,-0.261111557,PVN,AL74,COLD,F,s35,0004-1909,PVN_AL74_COLD_F_s35_0004-1909,13027,0.8083,1.5078,197.0913,16116,517.4719,0.7563,127,199,108.7788,2.0107,0.1955,85.6461,200.2012,100.1006,1.4246,0.1287,88.743,10,5,5,11,332,0.142,5,0,0.286,Ameboid
-0.677527495,-0.913251128,-0.764300074,PVN,AL74,COLD,F,s35,0005-3502,PVN_AL74_COLD_F_s35_0005-3502,16192,0.8416,1.4301,191.2538,19240,525.5353,0.8754,153,184,101.2647,1.6008,0.1431,85.8116,193.483,96.7415,1.9635,0.1577,86.9096,20,12,4,24,544,0.115,12,0,0.321,Ameboid
0.016570532,0.395326245,-0.581155572,PVN,AL74,COLD,F,s35,0006-3920,PVN_AL74_COLD_F_s35_0006-3920,18946,0.7003,2.001,281.7126,27054,712.5265,0.6696,167,281,179.3639,1.9225,0.2542,131.6896,284.0595,142.0298,2.4756,0.1793,129.4188,13,6,8,12,472,0.147,6,0,0.337,Ramified
0.383406767,-0.747961914,-1.1973165,PVN,AL74,COLD,F,s35,0007-4024,PVN_AL74_COLD_F_s35_0007-4024,20479,0.6417,1.8306,293.6154,31915,746.6966,0.7193,201,268,151.9489,1.9335,0.1669,130.4948,294.5531,147.2765,2.1973,0.1806,132.1355,29,15,12,35,693,0.104,14,1,0.246,Ramified
0.523493665,-1.051152715,0.15845405,PVN,AL74,COLD,F,s35,0008-4143,PVN_AL74_COLD_F_s35_0008-4143,19372,0.4578,1.6246,309.3477,42316,818.3099,0.7941,216,270,182.6858,1.7095,0.2076,142.2473,309.3477,154.6739,1.2265,0.0598,147.6462,30,16,12,34,683,0.097,16,0,0.511,Ramified
0.494240645,0.751584185,0.31757956,PVN,AL75,COLD,M,s35,0001-0677,PVN_AL75_COLD_M_s35_0001-0677,20287,0.5412,2.4885,356.1025,37485,844.5257,0.6605,356,166,201.8782,2.4908,0.2309,163.1714,356.2414,178.1207,1.8369,0.1415,159.7767,13,6,8,14,526,0.162,6,0,0.84,Ramified
1.617055062,-0.424801505,-0.987587284,PVN,AL75,COLD,M,s35,0002-1682,PVN_AL75_COLD_M_s35_0002-1682,41968,0.5418,2.3267,496.4595,77466,1149.3357,0.7369,414,297,259.6351,2.3977,0.2025,195.8,496.4595,248.2297,2.8323,0.1995,198.3425,44,23,18,45,1336,0.126,22,1,0.452,Ramified
1.04571859,0.114839803,-1.181004186,PVN,AL75,COLD,M,s35,0003-2945,PVN_AL75_COLD_M_s35_0003-2945,35645,0.6799,2.4689,413.7173,52423,958.0615,0.7177,227,373,230.9038,2.7632,0.2588,164.6822,413.7173,206.8586,2.1956,0.2419,164.718,30,16,12,30,905,0.127,16,0,0.4,Ramified
-0.036210114,-0.159979695,-0.696408704,PVN,AL75,COLD,M,s35,0004-3227,PVN_AL75_COLD_M_s35_0004-3227,18123,0.6473,1.8897,273.6604,27998,667.3045,0.7901,273,159,141.0739,2.1178,0.2056,117.3983,274.0817,137.0408,2.029,0.201,117.2489,16,7,10,16,521,0.134,6,1,0.282,Ramified
-0.548480598,0.173304323,0.662409821,PVN,AL75,COLD,M,s35,0005-3849,PVN_AL75_COLD_M_s35_0005-3849,20095,0.816,1.745,248.2902,24625,616.7506,0.8135,248,157,130.9784,1.7985,0.1506,109.8013,248.2902,124.1451,1.6993,0.1387,110.34,8,4,4,6,383,0.184,4,0,0.513,Ameboid
-0.015326812,-1.130243008,-0.769011465,PVN,AL75,COLD,M,s35,0006-4047,PVN_AL75_COLD_M_s35_0006-4047,17395,0.6439,1.7223,241.4063,27014,638.8544,0.8318,241,175,129.7962,1.712,0.1611,107.6142,241.4083,120.7042,1.533,0.1427,108.5476,29,15,13,31,635,0.092,15,0,0.343,Ramified
0.602916243,-0.371695596,0.057792479,PVN,AL75,COLD,M,s35,0007-4316,PVN_AL75_COLD_M_s35_0007-4316,21148,0.4303,1.6564,345.6848,49151,873.0339,0.8104,204,339,186.1516,1.958,0.1885,153.351,345.6848,172.8424,1.8712,0.1713,150.832,22,11,11,19,764,0.141,11,0,0.483,Ramified
1.879849581,0.566670999,0.626692939,PVN,AL77,COLD,M,s35,0001-1273,PVN_AL77_COLD_M_s35_0001-1273,36647,0.397,3.2284,657.5629,92316,1483.7901,0.5269,255,657,346.0143,2.0437,0.2208,287.7261,657.5629,328.7815,1.5262,0.1412,294.8155,24,13,9,27,1201,0.197,13,0,0.592,Ramified
-0.610003781,1.267621071,1.861079479,PVN,AL77,COLD,M,s35,0002-2512,PVN_AL77_COLD_M_s35_0002-2512,13777,0.5872,1.828,251.1135,23463,632.6054,0.7368,229,174,166.4323,2.2439,0.2854,95.0319,251.1135,125.5568,1.2399,0.0702,116.9161,4,2,2,6,353,0.351,2,0,0.744,Rod-Like
1.168973947,-0.180828931,-0.486447117,PVN,AL77,COLD,M,s35,0003-2820,PVN_AL77_COLD_M_s35_0003-2820,32261,0.5143,1.4407,424.8529,62732,1060.5549,0.7009,309,382,223.8201,1.9101,0.2064,182.0948,425.1986,212.5993,3.2454,0.2156,195.464,30,17,9,33,1072,0.147,17,0,0.441,Ramified
-0.278785213,-0.046075556,-0.058845835,PVN,AL77,COLD,M,s35,0004-2930,PVN_AL77_COLD_M_s35_0004-2930,19607,0.7688,2.113,260.7623,25502,641.7339,0.7782,190,232,144.7389,1.8974,0.1709,112.5015,260.7623,130.3812,1.6454,0.1464,114.3635,13,7,5,9,427,0.137,7,0,0.402,Ameboid
0.106449068,-1.312599351,-0.08173799,PVN,AL78,COLD,F,s35,0001-1165,PVN_AL78_COLD_F_s35_0001-1165,15393,0.4797,1.361,257.2178,32088,705.4787,0.8102,205,258,158.1263,1.7175,0.1525,117.5645,260.3891,130.1946,1.2832,0.0661,123.1098,27,14,12,28,632,0.1,14,0,0.215,Ramified
1.568439378,1.102352505,-0.393805391,PVN,AL78,COLD,F,s35,0002-1841,PVN_AL78_COLD_F_s35_0002-1841,23809,0.4114,4.5001,600.8061,57879,1278.6996,0.4448,598,149,310.1774,2.0886,0.193,263.2082,600.8061,300.4031,2.2844,0.2099,262.2154,22,11,11,21,861,0.152,11,0,0.546,Ramified
0.144775237,-0.056058577,0.947574475,PVN,AL78,COLD,F,s35,0003-2638,PVN_AL78_COLD_F_s35_0003-2638,26383,0.6216,1.4724,293.6154,42446,787.1278,0.8609,273,217,174.0317,2.0111,0.1869,130.6802,295.6672,147.8336,1.5104,0.1439,129.5818,13,7,5,13,632,0.2,7,0,0.746,Ramified
0.22505038,0.971825797,0.767816817,PVN,AL78,COLD,F,s35,0004-3289,PVN_AL78_COLD_F_s35_0004-3289,18806,0.4776,2.0435,333.7679,39379,824.2343,0.7284,329,173,215.5665,2.0359,0.2844,153.4453,334.0623,167.0312,1.8297,0.1873,146.8903,9,4,6,6,459,0.21,4,0,0.658,Rod-Like
-0.419519898,1.718588913,0.883942271,PVN,AL78,COLD,F,s35,0005-3604,PVN_AL78_COLD_F_s35_0005-3604,8228,0.3501,1.9382,262.6119,23504,640.06,0.721,187,240,155.0744,2.8575,0.2793,107.6594,262.6119,131.3059,2.6729,0.1444,115.4649,5,2,4,4,414,0.33,2,0,0.616,Rod-Like
0.250809313,0.545244562,1.546415185,PVN,AL80,COLD,M,s35,0001-0145,PVN_AL80_COLD_M_s35_0001-0145,19702,0.4794,1.3003,304.2713,41100,836.0218,0.739,246,289,221.8076,2.6684,0.3316,131.2031,316.2003,158.1001,1.124,0.0396,151.4557,10,5,5,9,545,0.212,5,0,0.864,Rod-Like
-0.963052247,-0.296159948,-0.33375511,PVN,AL80,COLD,M,s35,0002-0670,PVN_AL80_COLD_M_s35_0002-0670,12099,0.7759,1.5248,185.4319,15594,489.3584,0.8183,143,177,100.0482,1.5707,0.1531,82.192,186.1761,93.0881,2.2073,0.1391,85.1657,11,6,4,12,350,0.13,6,0,0.429,Ameboid
1.008303366,-0.270890929,-1.213224175,PVN,AL80,COLD,M,s35,0003-2152,PVN_AL80_COLD_M_s35_0003-2152,24856,0.5414,2.4626,399.2318,45908,922.9732,0.6772,308,296,200.2421,2.3015,0.2012,168.9866,399.2318,199.6159,2.3018,0.2025,168.8947,35,19,13,39,888,0.107,19,0,0.267,Ramified
-0.724613795,1.496915274,3.15394004,PVN,AL80,COLD,M,s35,0004-2821,PVN_AL80_COLD_M_s35_0004-2821,10373,0.4788,1.4652,241.2986,21665,643.5924,0.6573,241,159,150.946,1.809,0.2093,115.1377,250.905,125.4525,1.1141,0.0343,121.8514,3,1,3,1,334,0.434,1,0,1.178,Rod-Like
-1.26412207,0.212857015,0.306058077,PVN,AL80,COLD,M,s35,0005-4089,PVN_AL80_COLD_M_s35_0005-4089,6402,0.5349,1.6564,172.0465,11968,441.9747,0.7699,156,135,105.3999,1.9989,0.212,76.6359,172.4328,86.2164,1.4098,0.0727,81.1373,7,3,5,5,245,0.143,3,0,0.427,Ameboid
-0.548619743,-0.007796726,0.528074647,PVN,AL80,COLD,M,s35,0006-4140,PVN_AL80_COLD_M_s35_0006-4140,15076,0.6465,1.3848,235.1531,23318,604.442,0.802,168,233,144.7566,1.8428,0.2563,100.9148,235.1531,117.5766,1.3751,0.1017,104.4459,9,4,6,8,378,0.169,4,0,0.357,Ameboid
-1.492621397,0.693761437,-1.063837859,PVN,AL80,COLD,M,s35,0007-4105,PVN_AL80_COLD_M_s35_0007-4105,6233,0.7602,2.614,166.0873,8199,387.7248,0.6854,157,92,93.3106,2.5096,0.2126,68.3823,166.0873,83.0437,1.7334,0.1451,71.9613,7,3,5,5,173,0.104,3,0,0.265,Ameboid
-1.258076735,-0.798209064,0.388894402,PVN,AL80,COLD,M,s35,0008-4163,PVN_AL80_COLD_M_s35_0008-4163,12321,0.8069,1.1372,167.5022,15270,468.0116,0.8761,156,150,86.2464,1.3772,0.1004,77.2295,171.0072,85.5036,1.4107,0.1069,76.886,9,4,6,8,327,0.154,4,0,0.305,Ameboid
-0.850043385,-0.28151211,-0.189804852,PVN,AL83,COLD,M,s35,0001-1446,PVN_AL83_COLD_M_s35_0001-1446,14519,0.7535,1.4317,205.3801,19268,534.2243,0.8484,162,166,105.0901,1.5139,0.1358,87.4973,205.3801,102.6901,1.9925,0.2063,88.5766,10,5,5,11,381,0.165,5,0,0.304,Ameboid
0.710295433,-1.201305681,0.068836187,PVN,AL83,COLD,M,s35,0002-1693,PVN_AL83_COLD_M_s35_0002-1693,25107,0.477,1.4729,341.5845,52634,891.8725,0.8315,248,328,187.9709,1.5108,0.1445,155.2447,341.6311,170.8156,1.5884,0.1347,155.2277,29,15,12,32,796,0.115,14,1,0.362,Ramified
0.017812524,-0.901103035,1.600912021,PVN,AL83,COLD,M,s35,0003-2785,PVN_AL83_COLD_M_s35_0003-2785,15162,0.3522,1.3273,287.6421,43045,795.1237,0.8556,258,226,147.772,1.2841,0.0718,134.8615,287.6442,143.8221,1.2119,0.0607,135.7201,13,6,8,14,598,0.182,6,0,0.436,Ramified
0.986870574,1.70510462,-0.7222457,PVN,AL83,COLD,M,s35,0004-3125,PVN_AL83_COLD_M_s35_0004-3125,20567,0.4788,2.8645,392.6589,42953,926.6614,0.6286,269,351,257.058,4.2916,0.4026,170.3662,392.6589,196.3294,2.6846,0.2171,169.8332,16,8,8,20,634,0.163,8,0,1.045,Ramified
-0.671415255,0.166119779,0.885178332,PVN,AL83,COLD,M,s35,0005-3912,PVN_AL83_COLD_M_s35_0005-3912,13404,0.6041,1.7049,234.8829,22187,606.6512,0.7576,212,174,132.605,1.7358,0.1645,107.906,235.336,117.668,1.3724,0.0997,110.4173,7,3,5,5,338,0.19,3,0,0.32,Ameboid
-0.035033016,-1.178849079,0.477830234,PVN,AL85,COLD,F,s35,0001-0580,PVN_AL85_COLD_F_s35_0001-0580,18964,0.546,1.2976,252.9605,34733,715.1827,0.8533,252,212,136.7988,1.3826,0.1104,120.734,261.9856,130.9928,1.3601,0.1007,121.3945,19,9,11,19,582,0.125,9,0,0.351,Ramified
0.523388314,-0.658874385,-0.16528654,PVN,AL85,COLD,F,s35,0002-1208,PVN_AL85_COLD_F_s35_0002-1208,21366,0.494,1.5823,334.6296,43252,814.7341,0.8188,250,249,168.8669,1.6718,0.1966,135.7797,334.6296,167.3148,1.7082,0.1922,136.4514,24,11,14,21,752,0.131,10,1,0.488,Ramified
-1.035764561,0.382867718,0.01613878,PVN,AL85,COLD,F,s35,0003-2024,PVN_AL85_COLD_F_s35_0003-2024,12773,0.8164,1.7526,201.4051,15646,499.8825,0.7868,158,173,101.4248,2.0345,0.2058,81.962,201.4051,100.7025,1.6878,0.1535,83.7556,7,3,5,5,243,0.142,3,0,0.536,Ameboid
0.317399644,-0.136043448,-0.736796434,PVN,AL85,COLD,F,s35,0004-2691,PVN_AL85_COLD_F_s35_0004-2691,27063,0.8178,2.0587,307.3191,33093,732.8727,0.7743,155,303,156.2136,2.1204,0.2236,124.7969,307.3191,153.6595,2.0431,0.2095,125.6807,21,11,7,23,822,0.164,9,2,0.563,Ramified
-1.006254695,0.060676708,-0.108598792,PVN,AL85,COLD,F,s35,0005-2690,PVN_AL85_COLD_F_s35_0005-2690,11124,0.7002,1.5985,198.9271,15886,493.7369,0.8189,125,198,105.7204,1.9915,0.1822,83.1276,198.9271,99.4636,1.5999,0.1612,83.7147,8,4,4,10,322,0.164,4,0,0.308,Ameboid
0.614682925,0.638863512,-1.127884335,PVN,AL85,COLD,F,s35,0006-3360,PVN_AL85_COLD_F_s35_0006-3360,18420,0.6251,3.5672,363.743,29469,813.7387,0.5592,222,335,189.8651,2.2867,0.2285,156.1297,363.743,181.8715,2.1352,0.2074,155.751,20,10,10,20,550,0.117,10,0,0.445,Ramified
0.273069774,-0.91658782,-0.354383762,PVN,AL85,COLD,F,s35,0007-4110,PVN_AL85_COLD_F_s35_0007-4110,23016,0.6432,1.5599,289.4564,35783,739.5301,0.8222,279,193,159.4595,1.8119,0.1531,123.6468,289.5214,144.7607,1.6541,0.1481,126.3204,27,15,9,31,691,0.107,15,0,0.42,Ramified
0.194394691,0.318948304,-1.316290523,PVN,AL85,COLD,F,s35,0008-4178,PVN_AL85_COLD_F_s35_0008-4178,15436,0.5553,2.543,302.8036,27798,709.7512,0.6934,121,303,156.7338,2.1059,0.2475,124.3529,302.8036,151.4018,2.7723,0.2188,126.5103,20,11,7,21,589,0.121,11,0,0.369,Ramified
